frontend_id,id,title,title_slug,url,created_at_approx,difficulty,likes,dislikes,topic_tags,example_test_cases
1489,1613,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/,2020-06-21,Hard,1938,165,Union Find;Graph;Sorting;Minimum Spanning Tree;Strongly Connected Component,"5\n[[0,1,1],[1,2,1],[2,3,2],[0,3,2],[0,4,3],[3,4,3],[1,4,6]]\n4\n[[0,1,1],[1,2,1],[2,3,1],[0,3,1]]"
579,579,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/,2017-05-19,Hard,246,404,Database,"{""headers"":{""Employee"":[""id"",""month"",""salary""]},""rows"":{""Employee"":[[1,1,20],[2,1,20],[1,2,30],[2,2,30],[3,2,40],[1,3,40],[3,3,60],[1,4,60],[3,4,70],[1,7,90],[1,8,90]]}}"
3123,3386,Find Edges in Shortest Paths,find-edges-in-shortest-paths,https://leetcode.com/problems/find-edges-in-shortest-paths/,2024-04-21,Hard,277,5,Depth-First Search;Breadth-First Search;Graph;Heap (Priority Queue);Shortest Path,"6\n[[0,1,4],[0,2,1],[1,3,2],[1,4,3],[1,5,1],[2,3,1],[3,5,3],[4,5,2]]\n4\n[[2,0,1],[0,1,1],[0,3,4],[3,2,2]]"
1095,1185,Find in Mountain Array,find-in-mountain-array,https://leetcode.com/problems/find-in-mountain-array/,2019-06-23,Hard,3456,142,Array;Binary Search;Interactive,"[1,2,3,4,5,3,1]\n3\n[0,1,2,4,2,1]\n3"
719,719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,2017-10-29,Hard,3847,121,Array;Two Pointers;Binary Search;Sorting,"[1,3,1]\n1\n[1,1,1]\n2\n[1,6,1]\n3"
1542,1668,Find Longest Awesome Substring,find-longest-awesome-substring,https://leetcode.com/problems/find-longest-awesome-substring/,2020-08-08,Hard,853,15,Hash Table;String;Bit Manipulation,"""3242415""\n""12345678""\n""213123"""
3104,3410,Find Longest Self-Contained Substring,find-longest-self-contained-substring,https://leetcode.com/problems/find-longest-self-contained-substring/,2024-04-03,Hard,18,5,Hash Table;String;Binary Search;Prefix Sum,"""abba""\n""abab""\n""abacd"""
2945,3211,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,https://leetcode.com/problems/find-maximum-non-decreasing-array-length/,2023-11-25,Hard,205,24,Array;Binary Search;Dynamic Programming;Stack;Queue;Monotonic Stack;Monotonic Queue,"[5,2,2]\n[1,2,3,4]\n[4,3,2,6]"
295,295,Find Median from Data Stream,find-median-from-data-stream,https://leetcode.com/problems/find-median-from-data-stream/,2016-03-18,Hard,12652,268,Two Pointers;Design;Sorting;Heap (Priority Queue);Data Stream,"[""MedianFinder"",""addNum"",""addNum"",""findMedian"",""addNum"",""findMedian""]\n[[],[1],[2],[],[3],[]]"
571,571,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,https://leetcode.com/problems/find-median-given-frequency-of-numbers/,2017-05-07,Hard,315,79,Database,"{""headers"": {""Numbers"": [""num"", ""frequency""]}, ""rows"": {""Numbers"": [[0, 7], [1, 1], [2, 3], [3, 1]]}}"
3203,3439,Find Minimum Diameter After Merging Two Trees,find-minimum-diameter-after-merging-two-trees,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees/,2024-06-30,Hard,661,39,Tree;Depth-First Search;Breadth-First Search;Graph,"[[0,1],[0,2],[0,3]]\n[[0,1]]\n[[0,1],[0,2],[0,3],[2,4],[2,5],[3,6],[2,7]]\n[[0,1],[0,2],[0,3],[2,4],[2,5],[3,6],[2,7]]"
154,154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/,2014-10-25,Hard,4914,505,Array;Binary Search,"[1,3,5]\n[2,2,2,0,1]"
1723,1825,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/,2021-01-10,Hard,1096,34,Array;Dynamic Programming;Backtracking;Bit Manipulation;Bitmask,"[3,2,3]\n3\n[1,2,4,7,8]\n2"
2973,3218,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/,2023-12-23,Hard,190,22,Dynamic Programming;Tree;Depth-First Search;Sorting;Heap (Priority Queue),"[[0,1],[0,2],[0,3],[0,4],[0,5]]\n[1,2,3,4,5,6]\n[[0,1],[0,2],[1,3],[1,4],[1,5],[2,6],[2,7],[2,8]]\n[1,4,2,3,5,7,8,-4,2]\n[[0,1],[0,2]]\n[1,2,-2]"
3154,3414,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair/,2024-05-19,Hard,173,11,Math;Dynamic Programming;Bit Manipulation;Memoization;Combinatorics,0\n1
3268,3585,Find Overlapping Shifts II,find-overlapping-shifts-ii,https://leetcode.com/problems/find-overlapping-shifts-ii/,2024-08-27,Hard,7,6,Database,"{""headers"": {""EmployeeShifts"":[""employee_id"",""start_time"",""end_time""]},""rows"":{""EmployeeShifts"":[[1,""2023-10-01 09:00:00"",""2023-10-01 17:00:00""],[1,""2023-10-01 15:00:00"",""2023-10-01 23:00:00""],[1,""2023-10-01 16:00:00"",""2023-10-02 00:00:00""],[2,""2023-10-01 09:00:00"",""2023-10-01 17:00:00""],[2,""2023-10-01 11:00:00"",""2023-10-01 19:00:00""],[3,""2023-10-01 09:00:00"",""2023-10-01 17:00:00""]]}}"
3037,3352,Find Pattern in Infinite Stream II,find-pattern-in-infinite-stream-ii,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/,2024-02-14,Hard,7,3,Array;Sliding Window;Rolling Hash;String Matching;Hash Function,"[1,1,1,0,1]\n[0,1]\n[0]\n[0]\n[1,0,1,1,0,1]\n[1,1,0,1]"
3145,3411,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,https://leetcode.com/problems/find-products-of-elements-of-big-array/,2024-05-11,Hard,60,16,Array;Binary Search;Bit Manipulation,"[[1,3,7]]\n[[2,5,3],[7,7,4]]"
1606,1710,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/,2020-10-03,Hard,646,28,Array;Greedy;Heap (Priority Queue);Ordered Set,"3\n[1,2,3,4,5]\n[5,2,3,3,3]\n3\n[1,2,3,4]\n[1,2,1,2]\n3\n[1,2,3]\n[10,12,11]"
2714,2865,Find Shortest Path with K Hops,find-shortest-path-with-k-hops,https://leetcode.com/problems/find-shortest-path-with-k-hops/,2023-05-31,Hard,36,0,Graph;Heap (Priority Queue);Shortest Path,"4\n[[0,1,4],[0,2,2],[2,3,6]]\n1\n3\n2\n7\n[[3,1,9],[3,2,4],[4,0,9],[0,5,6],[3,6,2],[6,0,4],[1,2,4]]\n4\n1\n2\n5\n[[0,4,2],[0,1,3],[0,2,1],[2,1,4],[1,3,4],[3,4,7]]\n2\n3\n1"
3171,3436,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/,2024-06-02,Hard,193,7,Array;Binary Search;Bit Manipulation;Segment Tree,"[1,2,4,5]\n3\n[1,3,1,3]\n2\n[1]\n10"
2156,2275,Find Substring With Given Hash Value,find-substring-with-given-hash-value,https://leetcode.com/problems/find-substring-with-given-hash-value/,2022-01-30,Hard,438,384,String;Sliding Window;Rolling Hash;Hash Function,"""leetcode""\n7\n20\n2\n0\n""fbxzaad""\n31\n100\n3\n32"
564,564,Find the Closest Palindrome,find-the-closest-palindrome,https://leetcode.com/problems/find-the-closest-palindrome/,2017-04-23,Hard,1286,1722,Math;String,"""123""\n""1"""
3272,3548,Find the Count of Good Integers,find-the-count-of-good-integers,https://leetcode.com/problems/find-the-count-of-good-integers/,2024-08-31,Hard,451,108,Hash Table;Math;Combinatorics;Enumeration,3\n5\n1\n4\n5\n6
3250,3535,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-i/,2024-08-11,Hard,143,11,Array;Math;Dynamic Programming;Combinatorics;Prefix Sum,"[2,3,2]\n[5,5,5,5]"
3251,3536,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii/,2024-08-11,Hard,97,6,Array;Math;Dynamic Programming;Combinatorics;Prefix Sum,"[2,3,2]\n[5,5,5,5]"
2386,2462,Find the K-Sum of an Array,find-the-k-sum-of-an-array,https://leetcode.com/problems/find-the-k-sum-of-an-array/,2022-08-21,Hard,591,25,Array;Sorting;Heap (Priority Queue),"[2,4,-2]\n5\n[1,-2,3,4,-10,12]\n16"
3307,3601,Find the K-th Character in String Game II,find-the-k-th-character-in-string-game-ii,https://leetcode.com/problems/find-the-k-th-character-in-string-game-ii/,2024-09-29,Hard,483,29,Math;Bit Manipulation;Recursion,"5\n[0,0,0]\n10\n[0,1,0,1]"
1439,1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/,2020-05-03,Hard,1265,20,Array;Binary Search;Heap (Priority Queue);Matrix,"[[1,3,11],[2,4,6]]\n5\n[[1,3,11],[2,4,6]]\n9\n[[1,10,10],[1,4,5],[2,3,6]]\n7"
3260,3552,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k/,2024-08-18,Hard,97,67,Math;String;Dynamic Programming;Greedy;Number Theory,3\n5\n1\n4\n5\n6
1964,2096,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position/,2021-08-08,Hard,1854,74,Array;Binary Search;Binary Indexed Tree,"[1,2,3,2]\n[2,2,1]\n[3,1,5,6,4,2]"
3177,3452,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/,2024-06-08,Hard,127,10,Array;Hash Table;Dynamic Programming,"[1,2,1,1,3]\n2\n[1,2,3,4,5,1]\n0"
3287,3575,Find the Maximum Sequence Value of Array,find-the-maximum-sequence-value-of-array,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array/,2024-09-14,Hard,81,8,Array;Dynamic Programming;Bit Manipulation,"[2,6,7]\n1\n[4,2,5,6,7]\n2"
3068,3307,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,https://leetcode.com/problems/find-the-maximum-sum-of-node-values/,2024-03-02,Hard,893,131,Array;Dynamic Programming;Greedy;Bit Manipulation;Tree;Sorting,"[1,2,1]\n3\n[[0,1],[0,2]]\n[2,3]\n7\n[[0,1]]\n[7,7,7,7,7,7]\n3\n[[0,1],[0,2],[0,3],[0,4],[0,5]]"
3134,3362,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/,2024-04-28,Hard,164,12,Array;Hash Table;Binary Search;Sliding Window,"[1,2,3]\n[3,4,3,4,5]\n[4,3,5,4]"
3197,3459,Find the Minimum Area to Cover All Ones II,find-the-minimum-area-to-cover-all-ones-ii,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/,2024-06-23,Hard,75,9,Array;Matrix;Enumeration,"[[1,0,1],[1,1,1]]\n[[1,0,1,0],[0,1,0,1]]"
3149,3431,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,https://leetcode.com/problems/find-the-minimum-cost-array-permutation/,2024-05-12,Hard,134,7,Array;Dynamic Programming;Bit Manipulation;Bitmask,"[1,0,2]\n[0,2,1]"
3113,3382,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/,2024-04-13,Hard,246,6,Array;Binary Search;Stack;Monotonic Stack,"[1,4,3,3,2]\n[3,3,3]\n[1]"
3027,3277,Find the Number of Ways to Place People II,find-the-number-of-ways-to-place-people-ii,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/,2024-02-03,Hard,107,21,Array;Math;Geometry;Sorting;Enumeration,"[[1,1],[2,2],[3,3]]\n[[6,2],[4,4],[2,6]]\n[[3,1],[1,3],[1,1]]"
3303,3580,Find the Occurrence of First Almost Equal Substring,find-the-occurrence-of-first-almost-equal-substring,https://leetcode.com/problems/find-the-occurrence-of-first-almost-equal-substring/,2024-09-28,Hard,68,8,String;String Matching,"""abcdefg""\n""bcdffg""\n""ababbababa""\n""bacaba""\n""abcd""\n""dba""\n""dde""\n""d"""
1412,1546,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,https://leetcode.com/problems/find-the-quiet-students-in-all-exams/,2020-04-16,Hard,227,27,Database,"{""headers"": {""Student"": [""student_id"", ""student_name""], ""Exam"": [""exam_id"", ""student_id"", ""score""]}, ""rows"": {""Student"": [[1, ""Daniel""], [2, ""Jade""], [3, ""Stella""], [4, ""Jonathan""], [5, ""Will""]], ""Exam"": [[10, 1, 70], [10, 2, 80], [10, 3, 90], [20, 1, 80], [30, 1, 70], [30, 3, 80], [30, 4, 90], [40, 1, 60], [40, 2, 70], [40, 4, 80]]}}"
943,980,Find the Shortest Superstring,find-the-shortest-superstring,https://leetcode.com/problems/find-the-shortest-superstring/,2018-11-17,Hard,1491,152,Array;String;Dynamic Programming;Bit Manipulation;Bitmask,"[""alex"",""loves"",""leetcode""]\n[""catg"",""ctaagt"",""gcta"",""ttca"",""atgcatc""]"
2573,2708,Find the String with LCP,find-the-string-with-lcp,https://leetcode.com/problems/find-the-string-with-lcp/,2023-02-19,Hard,205,18,Array;String;Dynamic Programming;Greedy;Union Find;Matrix,"[[4,0,2,0],[0,3,0,1],[2,0,2,0],[0,1,0,1]]\n[[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,1]]\n[[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,3]]"
1767,1914,Find the Subtasks That Did Not Execute,find-the-subtasks-that-did-not-execute,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute/,2021-02-21,Hard,185,14,Database,"{""headers"": {""Tasks"": [""task_id"", ""subtasks_count""], ""Executed"": [""task_id"", ""subtask_id""]}, ""rows"": {""Tasks"": [[1, 3], [2, 2], [3, 4]], ""Executed"": [[1, 2], [3, 1], [3, 2], [3, 3], [3, 4]]}}"
3098,3316,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/,2024-03-30,Hard,140,6,Array;Dynamic Programming;Sorting,"[1,2,3,4]\n3\n[2,2]\n2\n[4,3,-1]\n2"
3082,3345,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences/,2024-03-16,Hard,154,3,Array;Dynamic Programming,"[1,2,3]\n3\n[2,3,3]\n5\n[1,2,3]\n7"
3188,3503,Find Top Scoring Students II,find-top-scoring-students-ii,https://leetcode.com/problems/find-top-scoring-students-ii/,2024-06-18,Hard,7,7,Database,"{""headers"":{""students"":[""student_id"",""name"",""major""],""courses"":[""course_id"",""name"",""credits"",""major"",""mandatory""],""enrollments"":[""student_id"",""course_id"",""semester"",""grade"",""GPA""]},""rows"":{""students"":[[1,""Alice"",""Computer Science""],[2,""Bob"",""Computer Science""],[3,""Charlie"",""Mathematics""],[4,""David"",""Mathematics""]],""courses"":[[101,""Algorithms"",3,""Computer Science"",""Yes""],[102,""Data Structures"",3,""Computer Science"",""Yes""],[103,""Calculus"",4,""Mathematics"",""Yes""],[104,""Linear Algebra"",4,""Mathematics"",""Yes""],[105,""Machine Learning"",3,""Computer Science"",""No""],[106,""Probability"",3,""Mathematics"",""No""],[107,""Operating Systems"",3,""Computer Science"",""No""],[108,""Statistics"",3,""Mathematics"",""No""]],""enrollments"":[[1,101,""Fall 2023"",""A"",4.0],[1,102,""Spring 2023"",""A"",4.0],[1,105,""Spring 2023"",""A"",4.0],[1,107,""Fall 2023"",""B"",3.5],[2,101,""Fall 2023"",""A"",4.0],[2,102,""Spring 2023"",""B"",3.0],[3,103,""Fall 2023"",""A"",4.0],[3,104,""Spring 2023"",""A"",4.0],[3,106,""Spring 2023"",""A"",4.0],[3,108,""Fall 2023"",""B"",3.5],[4,103,""Fall 2023"",""B"",3.0],[4,104,""Spring 2023"",""B"",3.0]]}}"
3103,3409,Find Trending Hashtags II ,find-trending-hashtags-ii,https://leetcode.com/problems/find-trending-hashtags-ii/,2024-04-01,Hard,10,1,Database,"{""headers"":{""Tweets"":[""user_id"",""tweet_id"",""tweet"",""tweet_date""]},""rows"":{""Tweets"":[[135,13,""Enjoying a great start to the day. #HappyDay #MorningVibes"",""2024-02-01""],[136,14,""Another #HappyDay with good vibes! #FeelGood"",""2024-02-03""],[137,15,""Productivity peaks! #WorkLife #ProductiveDay"",""2024-02-04""],[138,16,""Exploring new tech frontiers. #TechLife #Innovation"",""2024-02-04""],[139,17,""Gratitude for today's moments. #HappyDay #Thankful"",""2024-02-05""],[140,18,""Innovation drives us. #TechLife #FutureTech"",""2024-02-07""],[141,19,""Connecting with nature's serenity. #Nature #Peaceful"",""2024-02-09""]]}}"
1835,1963,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and/,2021-04-18,Hard,620,51,Array;Math;Bit Manipulation,"[1,2,3]\n[6,5]\n[12]\n[4]"
1825,1953,Finding MK Average,finding-mk-average,https://leetcode.com/problems/finding-mk-average/,2021-04-11,Hard,507,138,Design;Queue;Heap (Priority Queue);Data Stream;Ordered Set,"[""MKAverage"",""addElement"",""addElement"",""calculateMKAverage"",""addElement"",""calculateMKAverage"",""addElement"",""addElement"",""addElement"",""calculateMKAverage""]\n[[3,1],[3],[1],[],[10],[],[5],[5],[5],[]]"
2199,2335,Finding the Topic of Each Post,finding-the-topic-of-each-post,https://leetcode.com/problems/finding-the-topic-of-each-post/,2022-03-11,Hard,48,15,Database,"{""headers"": {""Keywords"": [""topic_id"", ""word""], ""Posts"": [""post_id"", ""content""]}, ""rows"": {""Keywords"": [[1, ""handball""], [1, ""football""], [3, ""WAR""], [2, ""Vaccine""]], ""Posts"": [[1, ""We call it soccer They call it football hahaha""], [2, ""Americans prefer basketball while Europeans love handball and football""], [3, ""stop the war and play handball""], [4, ""warning I planted some flowers this morning and then got vaccinated""]]}}"
1972,2120,First and Last Call On the Same Day,first-and-last-call-on-the-same-day,https://leetcode.com/problems/first-and-last-call-on-the-same-day/,2021-08-16,Hard,139,44,Database,"{""headers"": {""Calls"": [""caller_id"", ""recipient_id"", ""call_time""]}, ""rows"": {""Calls"": [[8, 4, ""2021-08-24 17:46:07""], [4, 8, ""2021-08-24 19:57:13""], [5, 1, ""2021-08-11 05:28:44""], [8, 3, ""2021-08-17 04:04:15""], [11, 3, ""2021-08-17 13:07:00""], [8, 11, ""2021-08-17 22:22:22""]]}}"
41,41,First Missing Positive,first-missing-positive,https://leetcode.com/problems/first-missing-positive/,2013-11-03,Hard,17649,1931,Array;Hash Table,"[1,2,0]\n[3,4,-1,1]\n[7,8,9,11,12]"
1449,1545,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/,2020-05-16,Hard,713,19,Array;Dynamic Programming,"[4,3,2,5,6,7,2,5,5]\n9\n[7,6,5,5,5,6,8,7,8]\n12\n[2,4,6,2,4,6,4,4,4]\n5"
514,514,Freedom Trail,freedom-trail,https://leetcode.com/problems/freedom-trail/,2017-03-05,Hard,1540,81,String;Dynamic Programming;Depth-First Search;Breadth-First Search,"""godding""\n""gd""\n""godding""\n""godding"""
2994,3301,Friday Purchases II ,friday-purchases-ii,https://leetcode.com/problems/friday-purchases-ii/,2024-01-04,Hard,13,4,Database,"{""headers"":{""Purchases"":[""user_id"",""purchase_date"",""amount_spend""]},""rows"":{""Purchases"":[[11,""2023-11-07"",1126],[15,""2023-11-30"",7473],[17,""2023-11-14"",2414],[12,""2023-11-24"",9692],[8,""2023-11-03"",5117],[1,""2023-11-16"",5241],[10,""2023-11-12"",8266],[13,""2023-11-24"",12000]]}}"
403,403,Frog Jump,frog-jump,https://leetcode.com/problems/frog-jump/,2016-09-18,Hard,5814,267,Array;Dynamic Programming,"[0,1,3,5,6,8,12,17]\n[0,1,2,3,4,8,9,11]"
1377,1493,Frog Position After T Seconds,frog-position-after-t-seconds,https://leetcode.com/problems/frog-position-after-t-seconds/,2020-03-08,Hard,822,149,Tree;Depth-First Search;Breadth-First Search;Graph,"7\n[[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]]\n2\n4\n7\n[[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]]\n1\n7"
1097,1193,Game Play Analysis V,game-play-analysis-v,https://leetcode.com/problems/game-play-analysis-v/,2019-06-27,Hard,191,35,Database,"{""headers"":{""Activity"":[""player_id"",""device_id"",""event_date"",""games_played""]},""rows"":{""Activity"":[[1,2,""2016-03-01"",5],[1,2,""2016-03-02"",6],[2,3,""2017-06-25"",1],[3,1,""2016-03-01"",0],[3,4,""2018-07-03"",5]]}}"
1998,2125,GCD Sort of an Array,gcd-sort-of-an-array,https://leetcode.com/problems/gcd-sort-of-an-array/,2021-09-05,Hard,517,14,Array;Math;Union Find;Sorting;Number Theory,"[7,21,3]\n[5,2,6,2]\n[10,5,9,3,15]"
2362,2501,Generate the Invoice,generate-the-invoice,https://leetcode.com/problems/generate-the-invoice/,2022-08-04,Hard,34,29,Database,"{""headers"":{""Products"":[""product_id"",""price""],""Purchases"":[""invoice_id"",""product_id"",""quantity""]},""rows"":{""Products"":[[1,100],[2,200]],""Purchases"":[[1,1,2],[3,2,1],[2,2,3],[2,1,4],[4,1,10]]}}"
1537,1659,Get the Maximum Score,get-the-maximum-score,https://leetcode.com/problems/get-the-maximum-score/,2020-08-02,Hard,1034,54,Array;Two Pointers;Dynamic Programming;Greedy,"[2,4,5,8,10]\n[4,6,8,9]\n[1,3,5,7,9]\n[3,5,100]\n[1,2,3,4,5]\n[6,7,8,9,10]"
1369,1504,Get the Second Most Recent Activity,get-the-second-most-recent-activity,https://leetcode.com/problems/get-the-second-most-recent-activity/,2020-03-05,Hard,168,13,Database,"{""headers"":{""UserActivity"":[""username"",""activity"",""startDate"",""endDate""]},""rows"":{""UserActivity"":[[""Alice"",""Travel"",""2020-02-12"",""2020-02-20""],[""Alice"",""Dancing"",""2020-02-21"",""2020-02-23""],[""Alice"",""Travel"",""2020-02-24"",""2020-02-28""],[""Bob"",""Travel"",""2020-02-11"",""2020-02-18""]]}}"
1627,1223,Graph Connectivity With Threshold,graph-connectivity-with-threshold,https://leetcode.com/problems/graph-connectivity-with-threshold/,2020-10-18,Hard,597,34,Array;Math;Union Find;Number Theory,"6\n2\n[[1,4],[2,5],[3,6]]\n6\n0\n[[4,5],[3,4],[3,2],[2,6],[1,3]]\n5\n1\n[[4,5],[4,5],[3,2],[2,3],[3,4]]"
2709,2827,Greatest Common Divisor Traversal,greatest-common-divisor-traversal,https://leetcode.com/problems/greatest-common-divisor-traversal/,2023-05-27,Hard,843,141,Array;Math;Union Find;Number Theory,"[2,3,6]\n[3,9,5]\n[4,3,12,8]"
1001,1043,Grid Illumination,grid-illumination,https://leetcode.com/problems/grid-illumination/,2019-02-24,Hard,631,158,Array;Hash Table,"5\n[[0,0],[4,4]]\n[[1,1],[1,0]]\n5\n[[0,0],[4,4]]\n[[1,1],[1,1]]\n5\n[[0,0],[0,4]]\n[[0,4],[0,1],[1,4]]"
2157,2276,Groups of Strings,groups-of-strings,https://leetcode.com/problems/groups-of-strings/,2022-01-30,Hard,496,61,String;Bit Manipulation;Union Find,"[""a"",""b"",""ab"",""cde""]\n[""a"",""ab"",""abc""]"
843,873,Guess the Word,guess-the-word,https://leetcode.com/problems/guess-the-word/,2018-05-27,Hard,1602,1846,Array;Math;String;Interactive;Game Theory,"""acckzz""\n[""acckzz"",""ccbazz"",""eiowzz"",""abcczz""]\n10\n""hamada""\n[""hamada"",""khaled""]\n10"
2569,2703,Handling Sum Queries After Update,handling-sum-queries-after-update,https://leetcode.com/problems/handling-sum-queries-after-update/,2023-02-18,Hard,185,24,Array;Segment Tree,"[1,0,1]\n[0,0,0]\n[[1,1,1],[2,1,0],[3,0,0]]\n[1]\n[5]\n[[2,0,0],[3,0,0]]"
1259,1213,Handshakes That Don't Cross,handshakes-that-dont-cross,https://leetcode.com/problems/handshakes-that-dont-cross/,2019-11-16,Hard,247,17,Math;Dynamic Programming,4\n6
2458,2545,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/,2022-10-30,Hard,1514,36,Array;Tree;Depth-First Search;Breadth-First Search;Binary Tree,"[1,3,4,2,null,6,5,null,null,null,null,null,7]\n[4]\n[5,8,9,2,1,3,7,4,6]\n[3,2,4,8]"
1635,1779,Hopper Company Queries I,hopper-company-queries-i,https://leetcode.com/problems/hopper-company-queries-i/,2020-10-31,Hard,117,36,Database,"{""headers"":{""Drivers"":[""driver_id"",""join_date""],""Rides"":[""ride_id"",""user_id"",""requested_at""],""AcceptedRides"":[""ride_id"",""driver_id"",""ride_distance"",""ride_duration""]},""rows"":{""Drivers"":[[10,""2019-12-10""],[8,""2020-1-13""],[5,""2020-2-16""],[7,""2020-3-8""],[4,""2020-5-17""],[1,""2020-10-24""],[6,""2021-1-5""]],""Rides"":[[6,75,""2019-12-9""],[1,54,""2020-2-9""],[10,63,""2020-3-4""],[19,39,""2020-4-6""],[3,41,""2020-6-3""],[13,52,""2020-6-22""],[7,69,""2020-7-16""],[17,70,""2020-8-25""],[20,81,""2020-11-2""],[5,57,""2020-11-9""],[2,42,""2020-12-9""],[11,68,""2021-1-11""],[15,32,""2021-1-17""],[12,11,""2021-1-19""],[14,18,""2021-1-27""]],""AcceptedRides"":[[10,10,63,38],[13,10,73,96],[7,8,100,28],[17,7,119,68],[20,1,121,92],[5,7,42,101],[2,4,6,38],[11,8,37,43],[15,8,108,82],[12,8,38,34],[14,1,90,74]]}}"
