frontend_id,title,title_slug,created_at_approx,difficulty,has_python,python_path,has_cpp,cpp_path,match_strategy
2493,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,2022-12-04,Hard,1,Python/divide-nodes-into-the-maximum-number-of-groups.py,1,C++/divide-nodes-into-the-maximum-number-of-groups.cpp,name:slug/title
174,Dungeon Game,dungeon-game,2015-01-06,Hard,1,Python/dungeon-game.py,0,,name:slug/title
2136,Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,2022-01-09,Hard,1,Python/earliest-possible-day-of-full-bloom.py,1,C++/earliest-possible-day-of-full-bloom.cpp,name:slug/title
3049,Earliest Second to Mark Indices II,earliest-second-to-mark-indices-ii,2024-02-25,Hard,1,Python/earliest-second-to-mark-indices-ii.py,1,C++/earliest-second-to-mark-indices-ii.cpp,name:slug/title
759,Employee Free Time,employee-free-time,2018-01-06,Hard,1,Python/employee-free-time.py,1,C++/employee-free-time.cpp,name:slug/title
431,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,2018-07-05,Hard,1,Python/encode-n-ary-tree-to-binary-tree.py,1,C++/encode-n-ary-tree-to-binary-tree.cpp,name:slug/title
471,Encode String with Shortest Length,encode-string-with-shortest-length,2016-12-11,Hard,1,Python/encode-string-with-shortest-length.py,1,C++/encode-string-with-shortest-length.cpp,name:slug/title
2227,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,2022-04-03,Hard,1,Python/encrypt-and-decrypt-strings.py,1,C++/encrypt-and-decrypt-strings.cpp,name:slug/title
972,Equal Rational Numbers,equal-rational-numbers,2019-01-05,Hard,1,Python/equal-rational-numbers.py,1,C++/equal-rational-numbers.cpp,name:slug/title
1924,Erect the Fence II,erect-the-fence-ii,2021-07-09,Hard,1,Python/erect-the-fence-ii.py,1,C++/erect-the-fence-ii.cpp,name:slug/title
587,Erect the Fence,erect-the-fence,2017-05-14,Hard,1,Python/erect-the-fence.py,1,C++/erect-the-fence.cpp,name:slug/title
1036,Escape a Large Maze,escape-a-large-maze,2019-04-28,Hard,1,Python/escape-a-large-maze.py,1,C++/escape-a-large-maze.cpp,name:slug/title
2258,Escape the Spreading Fire,escape-the-spreading-fire,2022-04-30,Hard,1,Python/escape-the-spreading-fire.py,1,C++/escape-the-spreading-fire.cpp,name:slug/title
282,Expression Add Operators,expression-add-operators,2015-09-16,Hard,1,Python/expression-add-operators.py,1,C++/expression-add-operators.cpp,name:slug/title
699,Falling Squares,falling-squares,2017-10-14,Hard,1,Python/falling-squares.py,1,C++/falling-squares.cpp,name:slug/title
1622,Fancy Sequence,fancy-sequence,2020-10-17,Hard,1,Python/fancy-sequence.py,1,C++/fancy-sequence.cpp,name:slug/title
3266,Final Array State After K Multiplication Operations II,final-array-state-after-k-multiplication-operations-ii,2024-08-25,Hard,1,Python/final-array-state-after-k-multiplication-operations-ii.py,1,C++/final-array-state-after-k-multiplication-operations-ii.cpp,name:slug/title
2732,Find a Good Subset of the Matrix,find-a-good-subset-of-the-matrix,2023-06-10,Hard,1,Python/find-a-good-subset-of-the-matrix.py,1,C++/find-a-good-subset-of-the-matrix.cpp,name:slug/title
1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,2020-07-19,Hard,1,Python/find-a-value-of-a-mysterious-function-closest-to-target.py,1,C++/find-a-value-of-a-mysterious-function-closest-to-target.cpp,name:slug/title
1397,Find All Good Strings,find-all-good-strings,2020-03-29,Hard,1,Python/find-all-good-strings.py,1,C++/find-all-good-strings.cpp,name:slug/title
2092,Find All People With Secret,find-all-people-with-secret,2021-11-28,Hard,1,Python/find-all-people-with-secret.py,1,C++/find-all-people-with-secret.cpp,name:slug/title
3130,Find All Possible Stable Binary Arrays II,find-all-possible-stable-binary-arrays-ii,2024-04-27,Hard,1,Python/find-all-possible-stable-binary-arrays-ii.py,1,C++/find-all-possible-stable-binary-arrays-ii.cpp,name:slug/title
1982,Find Array Given Subset Sums,find-array-given-subset-sums,2021-08-22,Hard,1,Python/find-array-given-subset-sums.py,1,C++/find-array-given-subset-sums.cpp,name:slug/title
3008,Find Beautiful Indices in the Given Array II,find-beautiful-indices-in-the-given-array-ii,2024-01-14,Hard,1,Python/find-beautiful-indices-in-the-given-array-ii.py,1,C++/find-beautiful-indices-in-the-given-array-ii.cpp,name:slug/title
2940,Find Building Where Alice and Bob Can Meet,find-building-where-alice-and-bob-can-meet,2023-11-19,Hard,1,Python/find-building-where-alice-and-bob-can-meet.py,1,C++/find-building-where-alice-and-bob-can-meet.cpp,name:slug/title
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,2020-06-21,Hard,1,Python/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree.py,1,C++/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree.cpp,name:slug/title
3123,Find Edges in Shortest Paths,find-edges-in-shortest-paths,2024-04-21,Hard,1,Python/find-edges-in-shortest-paths.py,1,C++/find-edges-in-shortest-paths.cpp,name:slug/title
1095,Find in Mountain Array,find-in-mountain-array,2019-06-23,Hard,1,Python/find-in-mountain-array.py,1,C++/find-in-mountain-array.cpp,name:slug/title
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,2017-10-29,Hard,1,Python/find-k-th-smallest-pair-distance.py,1,C++/find-k-th-smallest-pair-distance.cpp,name:slug/title
1542,Find Longest Awesome Substring,find-longest-awesome-substring,2020-08-08,Hard,1,Python/find-longest-awesome-substring.py,1,C++/find-longest-awesome-substring.cpp,name:slug/title
3104,Find Longest Self-Contained Substring,find-longest-self-contained-substring,2024-04-03,Hard,1,Python/find-longest-self-contained-substring.py,1,C++/find-longest-self-contained-substring.cpp,name:slug/title
2945,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,2023-11-25,Hard,1,Python/find-maximum-non-decreasing-array-length.py,1,C++/find-maximum-non-decreasing-array-length.cpp,name:slug/title
295,Find Median from Data Stream,find-median-from-data-stream,2016-03-18,Hard,1,Python/find-median-from-data-stream.py,1,C++/find-median-from-data-stream.cpp,name:slug/title
3203,Find Minimum Diameter After Merging Two Trees,find-minimum-diameter-after-merging-two-trees,2024-06-30,Hard,1,Python/find-minimum-diameter-after-merging-two-trees.py,1,C++/find-minimum-diameter-after-merging-two-trees.cpp,name:slug/title
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,2014-10-25,Hard,1,Python/find-minimum-in-rotated-sorted-array-ii.py,1,C++/find-minimum-in-rotated-sorted-array-ii.cpp,name:slug/title
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,2021-01-10,Hard,1,Python/find-minimum-time-to-finish-all-jobs.py,1,C++/find-minimum-time-to-finish-all-jobs.cpp,name:slug/title
2973,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,2023-12-23,Hard,1,Python/find-number-of-coins-to-place-in-tree-nodes.py,1,C++/find-number-of-coins-to-place-in-tree-nodes.cpp,name:slug/title
3154,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,2024-05-19,Hard,1,Python/find-number-of-ways-to-reach-the-k-th-stair.py,1,C++/find-number-of-ways-to-reach-the-k-th-stair.cpp,name:slug/title
3037,Find Pattern in Infinite Stream II,find-pattern-in-infinite-stream-ii,2024-02-14,Hard,1,Python/find-pattern-in-infinite-stream-ii.py,1,C++/find-pattern-in-infinite-stream-ii.cpp,name:slug/title
3145,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,2024-05-11,Hard,1,Python/find-products-of-elements-of-big-array.py,1,C++/find-products-of-elements-of-big-array.cpp,name:slug/title
1606,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,2020-10-03,Hard,1,Python/find-servers-that-handled-most-number-of-requests.py,1,C++/find-servers-that-handled-most-number-of-requests.cpp,name:slug/title
2714,Find Shortest Path with K Hops,find-shortest-path-with-k-hops,2023-05-31,Hard,1,Python/find-shortest-path-with-k-hops.py,1,C++/find-shortest-path-with-k-hops.cpp,name:slug/title
3171,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,2024-06-02,Hard,1,Python/find-subarray-with-bitwise-or-closest-to-k.py,1,C++/find-subarray-with-bitwise-or-closest-to-k.cpp,name:slug/title
2156,Find Substring With Given Hash Value,find-substring-with-given-hash-value,2022-01-30,Hard,1,Python/find-substring-with-given-hash-value.py,1,C++/find-substring-with-given-hash-value.cpp,name:slug/title
564,Find the Closest Palindrome,find-the-closest-palindrome,2017-04-23,Hard,1,Python/find-the-closest-palindrome.py,1,C++/find-the-closest-palindrome.cpp,name:slug/title
3272,Find the Count of Good Integers,find-the-count-of-good-integers,2024-08-31,Hard,1,Python/find-the-count-of-good-integers.py,1,C++/find-the-count-of-good-integers.cpp,name:slug/title
3250,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,2024-08-11,Hard,1,Python/find-the-count-of-monotonic-pairs-i.py,1,C++/find-the-count-of-monotonic-pairs-i.cpp,name:slug/title
3251,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,2024-08-11,Hard,1,Python/find-the-count-of-monotonic-pairs-ii.py,1,C++/find-the-count-of-monotonic-pairs-ii.cpp,name:slug/title
2386,Find the K-Sum of an Array,find-the-k-sum-of-an-array,2022-08-21,Hard,1,Python/find-the-k-sum-of-an-array.py,1,C++/find-the-k-sum-of-an-array.cpp,name:slug/title
3307,Find the K-th Character in String Game II,find-the-k-th-character-in-string-game-ii,2024-09-29,Hard,1,Python/find-the-k-th-character-in-string-game-ii.py,1,C++/find-the-k-th-character-in-string-game-ii.cpp,name:slug/title
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,2020-05-03,Hard,1,Python/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows.py,1,C++/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows.cpp,name:slug/title
3260,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,2024-08-18,Hard,1,Python/find-the-largest-palindrome-divisible-by-k.py,1,C++/find-the-largest-palindrome-divisible-by-k.cpp,name:slug/title
1964,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,2021-08-08,Hard,1,Python/find-the-longest-valid-obstacle-course-at-each-position.py,1,C++/find-the-longest-valid-obstacle-course-at-each-position.cpp,name:slug/title
3177,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,2024-06-08,Hard,1,Python/find-the-maximum-length-of-a-good-subsequence-ii.py,1,C++/find-the-maximum-length-of-a-good-subsequence-ii.cpp,name:slug/title
3287,Find the Maximum Sequence Value of Array,find-the-maximum-sequence-value-of-array,2024-09-14,Hard,1,Python/find-the-maximum-sequence-value-of-array.py,1,C++/find-the-maximum-sequence-value-of-array.cpp,name:slug/title
3068,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,2024-03-02,Hard,1,Python/find-the-maximum-sum-of-node-values.py,1,C++/find-the-maximum-sum-of-node-values.cpp,name:slug/title
3134,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,2024-04-28,Hard,1,Python/find-the-median-of-the-uniqueness-array.py,1,C++/find-the-median-of-the-uniqueness-array.cpp,name:slug/title
3197,Find the Minimum Area to Cover All Ones II,find-the-minimum-area-to-cover-all-ones-ii,2024-06-23,Hard,1,Python/find-the-minimum-area-to-cover-all-ones-ii.py,1,C++/find-the-minimum-area-to-cover-all-ones-ii.cpp,name:slug/title
3149,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,2024-05-12,Hard,1,Python/find-the-minimum-cost-array-permutation.py,1,C++/find-the-minimum-cost-array-permutation.cpp,name:slug/title
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,2024-04-13,Hard,1,Python/find-the-number-of-subarrays-where-boundary-elements-are-maximum.py,1,C++/find-the-number-of-subarrays-where-boundary-elements-are-maximum.cpp,name:slug/title
3027,Find the Number of Ways to Place People II,find-the-number-of-ways-to-place-people-ii,2024-02-03,Hard,1,Python/find-the-number-of-ways-to-place-people-ii.py,1,C++/find-the-number-of-ways-to-place-people-ii.cpp,name:slug/title
3303,Find the Occurrence of First Almost Equal Substring,find-the-occurrence-of-first-almost-equal-substring,2024-09-28,Hard,1,Python/find-the-occurrence-of-first-almost-equal-substring.py,1,C++/find-the-occurrence-of-first-almost-equal-substring.cpp,name:slug/title
943,Find the Shortest Superstring,find-the-shortest-superstring,2018-11-17,Hard,1,Python/find-the-shortest-superstring.py,1,C++/find-the-shortest-superstring.cpp,name:slug/title
2573,Find the String with LCP,find-the-string-with-lcp,2023-02-19,Hard,1,Python/find-the-string-with-lcp.py,1,C++/find-the-string-with-lcp.cpp,name:slug/title
3098,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,2024-03-30,Hard,1,Python/find-the-sum-of-subsequence-powers.py,1,C++/find-the-sum-of-subsequence-powers.cpp,name:slug/title
3082,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,2024-03-16,Hard,1,Python/find-the-sum-of-the-power-of-all-subsequences.py,1,C++/find-the-sum-of-the-power-of-all-subsequences.cpp,name:slug/title
1835,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and,2021-04-18,Hard,1,Python/find-xor-sum-of-all-pairs-bitwise-and.py,1,C++/find-xor-sum-of-all-pairs-bitwise-and.cpp,name:slug/title
1825,Finding MK Average,finding-mk-average,2021-04-11,Hard,1,Python/finding-mk-average.py,1,C++/finding-mk-average.cpp,name:slug/title
41,First Missing Positive,first-missing-positive,2013-11-03,Hard,1,Python/first-missing-positive.py,1,C++/first-missing-positive.cpp,name:slug/title
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,2020-05-16,Hard,1,Python/form-largest-integer-with-digits-that-add-up-to-target.py,1,C++/form-largest-integer-with-digits-that-add-up-to-target.cpp,name:slug/title
514,Freedom Trail,freedom-trail,2017-03-05,Hard,1,Python/freedom-trail.py,1,C++/freedom-trail.cpp,name:slug/title
403,Frog Jump,frog-jump,2016-09-18,Hard,1,Python/frog-jump.py,1,C++/frog-jump.cpp,name:slug/title
1377,Frog Position After T Seconds,frog-position-after-t-seconds,2020-03-08,Hard,1,Python/frog-position-after-t-seconds.py,1,C++/frog-position-after-t-seconds.cpp,name:slug/title
1998,GCD Sort of an Array,gcd-sort-of-an-array,2021-09-05,Hard,1,Python/gcd-sort-of-an-array.py,1,C++/gcd-sort-of-an-array.cpp,name:slug/title
1537,Get the Maximum Score,get-the-maximum-score,2020-08-02,Hard,1,Python/get-the-maximum-score.py,1,C++/get-the-maximum-score.cpp,name:slug/title
1627,Graph Connectivity With Threshold,graph-connectivity-with-threshold,2020-10-18,Hard,1,Python/graph-connectivity-with-threshold.py,1,C++/graph-connectivity-with-threshold.cpp,name:slug/title
2709,Greatest Common Divisor Traversal,greatest-common-divisor-traversal,2023-05-27,Hard,1,Python/greatest-common-divisor-traversal.py,1,C++/greatest-common-divisor-traversal.cpp,name:slug/title
1001,Grid Illumination,grid-illumination,2019-02-24,Hard,1,Python/grid-illumination.py,1,C++/grid-illumination.cpp,name:slug/title
2157,Groups of Strings,groups-of-strings,2022-01-30,Hard,1,Python/groups-of-strings.py,1,C++/groups-of-strings.cpp,name:slug/title
843,Guess the Word,guess-the-word,2018-05-27,Hard,1,Python/guess-the-word.py,1,C++/guess-the-word.cpp,name:slug/title
2569,Handling Sum Queries After Update,handling-sum-queries-after-update,2023-02-18,Hard,1,Python/handling-sum-queries-after-update.py,1,C++/handling-sum-queries-after-update.cpp,name:slug/title
1259,Handshakes That Don't Cross,handshakes-that-dont-cross,2019-11-16,Hard,1,Python/handshakes-that-dont-cross.py,1,C++/handshakes-that-dont-cross.cpp,name:slug/title
2458,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,2022-10-30,Hard,1,Python/height-of-binary-tree-after-subtree-removal-queries.py,1,C++/height-of-binary-tree-after-subtree-removal-queries.cpp,name:slug/title
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,2016-08-09,Hard,1,Python/insert-delete-getrandom-o1-duplicates-allowed.py,1,C++/insert-delete-getrandom-o1-duplicates-allowed.cpp,name:slug/title
273,Integer to English Words,integer-to-english-words,2017-10-26,Hard,1,Python/integer-to-english-words.py,1,C++/integer-to-english-words.cpp,name:slug/title
502,IPO,ipo,2017-02-04,Hard,1,Python/ipo.py,1,C++/ipo.cpp,name:slug/title
1345,Jump Game IV,jump-game-iv,2020-02-08,Hard,1,Python/jump-game-iv.py,1,C++/jump-game-iv.cpp,name:slug/title
1340,Jump Game V,jump-game-v,2020-02-02,Hard,1,Python/jump-game-v.py,1,C++/jump-game-v.cpp,name:slug/title
683,K Empty Slots,k-empty-slots,2017-09-24,Hard,1,Python/k-empty-slots.py,1,C++/k-empty-slots.cpp,name:slug/title
629,K Inverse Pairs Array,k-inverse-pairs-array,2017-06-24,Hard,1,Python/k-inverse-pairs-array.py,1,C++/k-inverse-pairs-array.cpp,name:slug/title
854,K-Similar Strings,k-similar-strings,2018-06-16,Hard,1,Python/k-similar-strings.py,1,C++/k-similar-strings.cpp,name:slug/title
440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,2016-10-23,Hard,1,Python/k-th-smallest-in-lexicographical-order.py,1,C++/k-th-smallest-in-lexicographical-order.cpp,name:slug/title
1483,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,2020-06-14,Hard,1,Python/kth-ancestor-of-a-tree-node.py,1,C++/kth-ancestor-of-a-tree-node.cpp,name:slug/title
3116,Kth Smallest Amount With Single Denomination Combination,kth-smallest-amount-with-single-denomination-combination,2024-04-14,Hard,1,Python/kth-smallest-amount-with-single-denomination-combination.py,1,C++/kth-smallest-amount-with-single-denomination-combination.cpp,name:slug/title
1643,Kth Smallest Instructions,kth-smallest-instructions,2020-11-01,Hard,1,Python/kth-smallest-instructions.py,1,C++/kth-smallest-instructions.cpp,name:slug/title
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,2017-08-27,Hard,1,Python/kth-smallest-number-in-multiplication-table.py,1,C++/kth-smallest-number-in-multiplication-table.cpp,name:slug/title
2040,Kth Smallest Product of Two Sorted Arrays,kth-smallest-product-of-two-sorted-arrays,2021-10-16,Hard,1,Python/kth-smallest-product-of-two-sorted-arrays.py,1,C++/kth-smallest-product-of-two-sorted-arrays.cpp,name:slug/title
1857,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,2021-05-09,Hard,1,Python/largest-color-value-in-a-directed-graph.py,1,C++/largest-color-value-in-a-directed-graph.cpp,name:slug/title
952,Largest Component Size by Common Factor,largest-component-size-by-common-factor,2018-12-02,Hard,1,Python/largest-component-size-by-common-factor.py,1,C++/largest-component-size-by-common-factor.cpp,name:slug/title
1363,Largest Multiple of Three,largest-multiple-of-three,2020-02-23,Hard,1,Python/largest-multiple-of-three.py,1,C++/largest-multiple-of-three.cpp,name:slug/title
479,Largest Palindrome Product,largest-palindrome-product,2017-01-04,Hard,1,Python/largest-palindrome-product.py,1,C++/largest-palindrome-product.cpp,name:slug/title
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,2014-01-27,Hard,1,Python/largest-rectangle-in-histogram.py,1,C++/largest-rectangle-in-histogram.cpp,name:slug/title
1970,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross,2021-08-15,Hard,1,Python/last-day-where-you-can-still-cross.py,1,C++/last-day-where-you-can-still-cross.cpp,name:slug/title
1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,2019-08-18,Hard,1,Python/last-substring-in-lexicographical-order.py,1,C++/last-substring-in-lexicographical-order.cpp,name:slug/title
964,Least Operators to Express Number,least-operators-to-express-number,2018-12-23,Hard,1,Python/least-operators-to-express-number.py,1,C++/least-operators-to-express-number.cpp,name:slug/title
3288,Length of the Longest Increasing Path,length-of-the-longest-increasing-path,2024-09-14,Hard,1,Python/length-of-the-longest-increasing-path.py,1,C++/length-of-the-longest-increasing-path.cpp,name:slug/title
2781,Length of the Longest Valid Substring,length-of-the-longest-valid-substring,2023-07-16,Hard,1,Python/length-of-the-longest-valid-substring.py,1,C++/length-of-the-longest-valid-substring.cpp,name:slug/title
2663,Lexicographically Smallest Beautiful String,lexicographically-smallest-beautiful-string,2023-04-30,Hard,1,Python/lexicographically-smallest-beautiful-string.py,1,C++/lexicographically-smallest-beautiful-string.cpp,name:slug/title
460,LFU Cache,lfu-cache,2016-11-22,Hard,1,Python/lfu-cache.py,1,C++/lfu-cache.cpp,name:slug/title
1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,2019-08-04,Hard,1,Python/longest-chunked-palindrome-decomposition.py,1,C++/longest-chunked-palindrome-decomposition.cpp,name:slug/title
1923,Longest Common Subpath,longest-common-subpath,2021-07-04,Hard,1,Python/longest-common-subpath.py,1,C++/longest-common-subpath.cpp,name:slug/title
3093,Longest Common Suffix Queries,longest-common-suffix-queries,2024-03-24,Hard,1,Python/longest-common-suffix-queries.py,1,C++/longest-common-suffix-queries.cpp,name:slug/title
2360,Longest Cycle in a Graph,longest-cycle-in-a-graph,2022-07-31,Hard,1,Python/longest-cycle-in-a-graph.py,1,C++/longest-cycle-in-a-graph.cpp,name:slug/title
1044,Longest Duplicate Substring,longest-duplicate-substring,2019-05-12,Hard,1,Python/longest-duplicate-substring.py,1,C++/longest-duplicate-substring.cpp,name:slug/title
1392,Longest Happy Prefix,longest-happy-prefix,2020-03-22,Hard,1,Python/longest-happy-prefix.py,1,C++/longest-happy-prefix.cpp,name:slug/title
329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,2016-09-22,Hard,1,Python/longest-increasing-path-in-a-matrix.py,1,C++/longest-increasing-path-in-a-matrix.cpp,name:slug/title
2407,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,2022-09-11,Hard,1,Python/longest-increasing-subsequence-ii.py,1,C++/longest-increasing-subsequence-ii.cpp,name:slug/title
2246,Longest Path With Different Adjacent Characters,longest-path-with-different-adjacent-characters,2022-04-17,Hard,1,Python/longest-path-with-different-adjacent-characters.py,1,C++/longest-path-with-different-adjacent-characters.cpp,name:slug/title
2014,Longest Subsequence Repeated k Times,longest-subsequence-repeated-k-times,2021-09-19,Hard,1,Python/longest-subsequence-repeated-k-times.py,1,C++/longest-subsequence-repeated-k-times.cpp,name:slug/title
2213,Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,2022-03-20,Hard,1,Python/longest-substring-of-one-repeating-character.py,1,C++/longest-substring-of-one-repeating-character.cpp,name:slug/title
32,Longest Valid Parentheses,longest-valid-parentheses,2014-09-04,Hard,1,Python/longest-valid-parentheses.py,1,C++/longest-valid-parentheses.cpp,name:slug/title
2659,Make Array Empty,make-array-empty,2023-04-29,Hard,1,Python/make-array-empty.py,1,C++/make-array-empty.cpp,name:slug/title
2263,Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing,2022-05-05,Hard,1,Python/make-array-non-decreasing-or-non-increasing.py,1,C++/make-array-non-decreasing-or-non-increasing.cpp,name:slug/title
1187,Make Array Strictly Increasing,make-array-strictly-increasing,2019-09-08,Hard,1,Python/make-array-strictly-increasing.py,1,C++/make-array-strictly-increasing.cpp,name:slug/title
3088,Make String Anti-palindrome,make-string-anti-palindrome,2024-03-20,Hard,1,Python/make-string-anti-palindrome.py,1,C++/make-string-anti-palindrome.cpp,name:slug/title
1787,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero,2021-03-07,Hard,1,Python/make-the-xor-of-all-segments-equal-to-zero.py,1,C++/make-the-xor-of-all-segments-equal-to-zero.cpp,name:slug/title
827,Making A Large Island,making-a-large-island,2018-04-28,Hard,1,Python/making-a-large-island.py,1,C++/making-a-large-island.cpp,name:slug/title
2301,Match Substring After Replacement,match-substring-after-replacement,2022-06-11,Hard,1,Python/match-substring-after-replacement.py,1,C++/match-substring-after-replacement.cpp,name:slug/title
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,2018-01-20,Hard,1,Python/max-chunks-to-make-sorted-ii.py,1,C++/max-chunks-to-make-sorted-ii.cpp,name:slug/title
1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,2020-05-24,Hard,1,Python/max-dot-product-of-two-subsequences.py,1,C++/max-dot-product-of-two-subsequences.cpp,name:slug/title
149,Max Points on a Line,max-points-on-a-line,2014-01-10,Hard,1,Python/max-points-on-a-line.py,1,C++/max-points-on-a-line.cpp,name:slug/title
716,Max Stack,max-stack,2017-11-07,Hard,1,Python/max-stack.py,1,C++/max-stack.cpp,name:slug/title
1499,Max Value of Equation,max-value-of-equation,2020-06-28,Hard,1,Python/max-value-of-equation.py,1,C++/max-value-of-equation.cpp,name:slug/title
85,Maximal Rectangle,maximal-rectangle,2014-01-03,Hard,1,Python/maximal-rectangle.py,1,C++/maximal-rectangle.cpp,name:slug/title
3041,Maximize Consecutive Elements in an Array After Modification,maximize-consecutive-elements-in-an-array-after-modification,2024-02-17,Hard,1,Python/maximize-consecutive-elements-in-an-array-after-modification.py,1,C++/maximize-consecutive-elements-in-an-array-after-modification.cpp,name:slug/title
1659,Maximize Grid Happiness,maximize-grid-happiness,2020-11-15,Hard,1,Python/maximize-grid-happiness.py,1,C++/maximize-grid-happiness.cpp,name:slug/title
1808,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors,2021-03-28,Hard,1,Python/maximize-number-of-nice-divisors.py,1,C++/maximize-number-of-nice-divisors.cpp,name:slug/title
1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,2021-02-21,Hard,1,Python/maximize-palindrome-length-from-subsequences.py,1,C++/maximize-palindrome-length-from-subsequences.cpp,name:slug/title
1799,Maximize Score After N Operations,maximize-score-after-n-operations,2021-03-20,Hard,1,Python/maximize-score-after-n-operations.py,1,C++/maximize-score-after-n-operations.cpp,name:slug/title
1788,Maximize the Beauty of the Garden,maximize-the-beauty-of-the-garden,2021-03-11,Hard,1,Python/maximize-the-beauty-of-the-garden.py,1,C++/maximize-the-beauty-of-the-garden.cpp,name:slug/title
2528,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,2023-01-07,Hard,1,Python/maximize-the-minimum-powered-city.py,1,C++/maximize-the-minimum-powered-city.cpp,name:slug/title
3003,Maximize the Number of Partitions After Operations,maximize-the-number-of-partitions-after-operations,2024-01-07,Hard,1,Python/maximize-the-number-of-partitions-after-operations.py,1,C++/maximize-the-number-of-partitions-after-operations.cpp,name:slug/title
2836,Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,2023-08-27,Hard,1,Python/maximize-value-of-function-in-a-ball-passing-game.py,1,C++/maximize-value-of-function-in-a-ball-passing-game.cpp,name:slug/title
2172,Maximum AND Sum of Array,maximum-and-sum-of-array,2022-02-13,Hard,1,Python/maximum-and-sum-of-array.py,1,C++/maximum-and-sum-of-array.cpp,name:slug/title
644,Maximum Average Subarray II,maximum-average-subarray-ii,2017-07-16,Hard,1,Python/maximum-average-subarray-ii.py,1,C++/maximum-average-subarray-ii.cpp,name:slug/title
2926,Maximum Balanced Subsequence Sum,maximum-balanced-subsequence-sum,2023-11-05,Hard,1,Python/maximum-balanced-subsequence-sum.py,1,C++/maximum-balanced-subsequence-sum.cpp,name:slug/title
