problem,language,path,avg_duration_sec,avg_pkg_joules,avg_dram_joules,error,trimmed_problem,exists_in_accepted
719__find-k-th-smallest-pair-distance,cpp,new_transpiled_solutions/719__find-k-th-smallest-pair-distance/cpp/find-k-th-smallest-pair-distance_benchmark.cpp,0.0034061908721923,0.0594542,0.0044432,,find-k-th-smallest-pair-distance,True
719__find-k-th-smallest-pair-distance,python2,new_transpiled_solutions/719__find-k-th-smallest-pair-distance/cpp/find-k-th-smallest-pair-distance_with_tests.py,0.0858742713928222,1.4506494,0.0622495,,find-k-th-smallest-pair-distance,True
730__count-different-palindromic-subsequences,cpp,new_transpiled_solutions/730__count-different-palindromic-subsequences/cpp/count-different-palindromic-subsequences_benchmark.cpp,0.0088066101074218,0.1252560999999999,0.0101868,,count-different-palindromic-subsequences,True
730__count-different-palindromic-subsequences,python2,new_transpiled_solutions/730__count-different-palindromic-subsequences/cpp/count-different-palindromic-subsequences_with_tests.py,0.1339261531829834,2.2181888,0.0748165,,count-different-palindromic-subsequences,True
736__parse-lisp-expression,cpp,new_transpiled_solutions/736__parse-lisp-expression/cpp/parse-lisp-expression_benchmark.cpp,0.0133496046066284,0.2170951,0.0163574,,parse-lisp-expression,True
736__parse-lisp-expression,python2,new_transpiled_solutions/736__parse-lisp-expression/cpp/parse-lisp-expression_with_tests.py,0.0949685811996459,1.6321064,0.0663693,,parse-lisp-expression,True
741__cherry-pickup,cpp,new_transpiled_solutions/741__cherry-pickup/cpp/cherry-pickup_benchmark.cpp,0.0114495277404785,0.198199,0.0137515,,cherry-pickup,True
741__cherry-pickup,python2,new_transpiled_solutions/741__cherry-pickup/cpp/cherry-pickup_with_tests.py,0.6704141139984131,10.506217,0.2475763,,cherry-pickup,True
750__contain-virus,cpp,new_transpiled_solutions/750__contain-virus/cpp/contain-virus_benchmark.cpp,0.1053591966629028,1.6834063,0.0645321,,contain-virus,True
750__contain-virus,python2,new_transpiled_solutions/750__contain-virus/cpp/contain-virus_with_tests.py,1.2729852676391602,19.8429732,0.4456469,,contain-virus,True
754__cracking-the-safe,cpp,new_transpiled_solutions/754__cracking-the-safe/cpp/cracking-the-safe_benchmark.cpp,0.0052892923355102,0.0815061,0.0072387,,cracking-the-safe,True
754__cracking-the-safe,python2,new_transpiled_solutions/754__cracking-the-safe/cpp/cracking-the-safe_with_tests.py,0.3031960487365722,4.9396296,0.1263485,,cracking-the-safe,True
759__set-intersection-size-at-least-two,cpp,new_transpiled_solutions/759__set-intersection-size-at-least-two/cpp/set-intersection-size-at-least-two_benchmark.cpp,0.0154569864273071,0.2260798,0.016675,,set-intersection-size-at-least-two,True
759__set-intersection-size-at-least-two,python2,new_transpiled_solutions/759__set-intersection-size-at-least-two/cpp/set-intersection-size-at-least-two_with_tests.py,0.2498045921325683,3.9749287,0.1088375,,set-intersection-size-at-least-two,True
763__special-binary-string,cpp,new_transpiled_solutions/763__special-binary-string/cpp/special-binary-string_benchmark.cpp,0.0150345563888549,0.2149347,0.0163514,,special-binary-string,True
763__special-binary-string,python2,new_transpiled_solutions/763__special-binary-string/cpp/special-binary-string_with_tests.py,0.2241037607192993,3.6467619,0.1019711,,special-binary-string,True
779__max-chunks-to-make-sorted-ii,cpp,new_transpiled_solutions/779__max-chunks-to-make-sorted-ii/cpp/max-chunks-to-make-sorted-ii_benchmark.cpp,0.0031380176544189,0.0547605,0.0044557,,max-chunks-to-make-sorted-ii,True
779__max-chunks-to-make-sorted-ii,python2,new_transpiled_solutions/779__max-chunks-to-make-sorted-ii/cpp/max-chunks-to-make-sorted-ii_with_tests.py,0.0301348686218261,0.4977525,0.0318054,,max-chunks-to-make-sorted-ii,True
787__sliding-puzzle,cpp,new_transpiled_solutions/787__sliding-puzzle/cpp/sliding-puzzle_benchmark.cpp,0.3191802501678467,4.7117981,0.1284116,,sliding-puzzle,True
787__sliding-puzzle,python2,new_transpiled_solutions/787__sliding-puzzle/cpp/sliding-puzzle_with_tests.py,,,,"Command '['python2', 'new_transpiled_solutions/787__sliding-puzzle/cpp/sliding-puzzle_with_tests.py']' returned non-zero exit status 1.",sliding-puzzle,True
796__reaching-points,cpp,new_transpiled_solutions/796__reaching-points/cpp/reaching-points_benchmark.cpp,0.0029149532318115,0.0575559,0.0048831,,reaching-points,True
796__reaching-points,python2,new_transpiled_solutions/796__reaching-points/cpp/reaching-points_with_tests.py,0.0166113138198852,0.2568597,0.0205567,,reaching-points,True
798__transform-to-chessboard,cpp,new_transpiled_solutions/798__transform-to-chessboard/cpp/transform-to-chessboard_benchmark.cpp,0.0034739017486572,0.0640989,0.0044981,,transform-to-chessboard,True
798__transform-to-chessboard,python2,new_transpiled_solutions/798__transform-to-chessboard/cpp/transform-to-chessboard_with_tests.py,0.1247032880783081,2.1011176,0.0700744,,transform-to-chessboard,True
809__preimage-size-of-factorial-zeroes-function,cpp,new_transpiled_solutions/809__preimage-size-of-factorial-zeroes-function/cpp/preimage-size-of-factorial-zeroes-function_benchmark.cpp,0.0032882452011108,0.0742429,0.0055905,,preimage-size-of-factorial-zeroes-function,True
809__preimage-size-of-factorial-zeroes-function,python2,new_transpiled_solutions/809__preimage-size-of-factorial-zeroes-function/cpp/preimage-size-of-factorial-zeroes-function_with_tests.py,0.089326786994934,1.4675438,0.0587522,,preimage-size-of-factorial-zeroes-function,True
814__smallest-rotation-with-highest-score,cpp,new_transpiled_solutions/814__smallest-rotation-with-highest-score/cpp/smallest-rotation-with-highest-score_benchmark.cpp,0.0091848373413085,0.1527585,0.0120483,,smallest-rotation-with-highest-score,True
814__smallest-rotation-with-highest-score,python2,new_transpiled_solutions/814__smallest-rotation-with-highest-score/cpp/smallest-rotation-with-highest-score_with_tests.py,0.1929438829421997,3.1072122,0.0917234,,smallest-rotation-with-highest-score,True
819__minimum-swaps-to-make-sequences-increasing,cpp,new_transpiled_solutions/819__minimum-swaps-to-make-sequences-increasing/cpp/minimum-swaps-to-make-sequences-increasing_benchmark.cpp,0.0074211835861206,0.1235897,0.0095885,,minimum-swaps-to-make-sequences-increasing,True
819__minimum-swaps-to-make-sequences-increasing,python2,new_transpiled_solutions/819__minimum-swaps-to-make-sequences-increasing/cpp/minimum-swaps-to-make-sequences-increasing_with_tests.py,1.4042376279830933,21.5550414,0.4927843,,minimum-swaps-to-make-sequences-increasing,True
823__split-array-with-same-average,cpp,new_transpiled_solutions/823__split-array-with-same-average/cpp/split-array-with-same-average_benchmark.cpp,0.0329132795333862,0.5356432,0.0316952,,split-array-with-same-average,True
823__split-array-with-same-average,python2,new_transpiled_solutions/823__split-array-with-same-average/cpp/split-array-with-same-average_with_tests.py,0.1405593156814575,2.3009828,0.0752745,,split-array-with-same-average,True
836__race-car,cpp,new_transpiled_solutions/836__race-car/cpp/race-car_benchmark.cpp,0.0095826864242553,0.1731746,0.0125977,,race-car,True
836__race-car,python2,new_transpiled_solutions/836__race-car/cpp/race-car_with_tests.py,0.8584151983261108,13.2982692,0.3027274,,race-car,True
854__making-a-large-island,cpp,new_transpiled_solutions/854__making-a-large-island/cpp/making-a-large-island_benchmark.cpp,0.0892378091812133,1.4120874,0.0554014,,making-a-large-island,True
854__making-a-large-island,python2,new_transpiled_solutions/854__making-a-large-island/cpp/making-a-large-island_with_tests.py,1.4717370748519898,22.8866663,0.5042591,,making-a-large-island,True
855__count-unique-characters-of-all-substrings-of-a-given-string,cpp,new_transpiled_solutions/855__count-unique-characters-of-all-substrings-of-a-given-string/cpp/count-unique-characters-of-all-substrings-of-a-given-string_benchmark.cpp,0.0357065439224243,0.5443408,0.0363463,,count-unique-characters-of-all-substrings-of-a-given-string,True
855__count-unique-characters-of-all-substrings-of-a-given-string,python2,new_transpiled_solutions/855__count-unique-characters-of-all-substrings-of-a-given-string/cpp/count-unique-characters-of-all-substrings-of-a-given-string_with_tests.py,1.4155305862426757,22.3104592,0.4876025,,count-unique-characters-of-all-substrings-of-a-given-string,True
85__maximal-rectangle,cpp,new_transpiled_solutions/85__maximal-rectangle/cpp/maximal-rectangle_benchmark.cpp,0.004787278175354,0.0819518,0.0066161,,maximal-rectangle,True
85__maximal-rectangle,python2,new_transpiled_solutions/85__maximal-rectangle/cpp/maximal-rectangle_with_tests.py,0.1053008079528808,1.8152909,0.0695918,,maximal-rectangle,True
863__sum-of-distances-in-tree,cpp,new_transpiled_solutions/863__sum-of-distances-in-tree/cpp/sum-of-distances-in-tree_benchmark.cpp,0.0268390417098999,0.422228,0.0259582,,sum-of-distances-in-tree,True
863__sum-of-distances-in-tree,python2,new_transpiled_solutions/863__sum-of-distances-in-tree/cpp/sum-of-distances-in-tree_with_tests.py,0.2435662984848022,3.9024374,0.1114683,,sum-of-distances-in-tree,True
877__shortest-path-visiting-all-nodes,cpp,new_transpiled_solutions/877__shortest-path-visiting-all-nodes/cpp/shortest-path-visiting-all-nodes_benchmark.cpp,0.4271891593933105,6.4141558,0.1677791,,shortest-path-visiting-all-nodes,True
877__shortest-path-visiting-all-nodes,python2,new_transpiled_solutions/877__shortest-path-visiting-all-nodes/cpp/shortest-path-visiting-all-nodes_with_tests.py,12.280174207687375,198.1151421,4.080263,,shortest-path-visiting-all-nodes,True
884__k-similar-strings,cpp,new_transpiled_solutions/884__k-similar-strings/cpp/k-similar-strings_benchmark.cpp,0.0081217288970947,0.116577,0.0104369,,k-similar-strings,True
884__k-similar-strings,python2,new_transpiled_solutions/884__k-similar-strings/cpp/k-similar-strings_with_tests.py,0.055247163772583,0.9853796,0.0506347,,k-similar-strings,True
894__random-pick-with-blacklist,cpp,new_transpiled_solutions/894__random-pick-with-blacklist/cpp/random-pick-with-blacklist_benchmark.cpp,1.638551378250122,23.6009222,0.5622056,,random-pick-with-blacklist,True
894__random-pick-with-blacklist,python2,new_transpiled_solutions/894__random-pick-with-blacklist/cpp/random-pick-with-blacklist_with_tests.py,,,,"Command '['python2', 'new_transpiled_solutions/894__random-pick-with-blacklist/cpp/random-pick-with-blacklist_with_tests.py']' returned non-zero exit status 1.",random-pick-with-blacklist,True
895__shortest-path-to-get-all-keys,cpp,new_transpiled_solutions/895__shortest-path-to-get-all-keys/cpp/shortest-path-to-get-all-keys_benchmark.cpp,0.0401833057403564,0.7302716,0.0420652,,shortest-path-to-get-all-keys,True
895__shortest-path-to-get-all-keys,python2,new_transpiled_solutions/895__shortest-path-to-get-all-keys/cpp/shortest-path-to-get-all-keys_with_tests.py,0.4178109645843506,6.6962046,0.1666682,,shortest-path-to-get-all-keys,True
902__minimum-number-of-refueling-stops,cpp,new_transpiled_solutions/902__minimum-number-of-refueling-stops/cpp/minimum-number-of-refueling-stops_benchmark.cpp,0.0033185005187988,0.0582154,0.0044919,,minimum-number-of-refueling-stops,True
902__minimum-number-of-refueling-stops,python2,new_transpiled_solutions/902__minimum-number-of-refueling-stops/cpp/minimum-number-of-refueling-stops_with_tests.py,0.034936237335205,0.6027879,0.0371764,,minimum-number-of-refueling-stops,True
910__nth-magical-number,cpp,new_transpiled_solutions/910__nth-magical-number/cpp/nth-magical-number_benchmark.cpp,0.012609839439392,0.1812554,0.0145202,,nth-magical-number,True
910__nth-magical-number,python2,new_transpiled_solutions/910__nth-magical-number/cpp/nth-magical-number_with_tests.py,0.0943713188171386,1.6331564,0.0653199,,nth-magical-number,True
911__profitable-schemes,cpp,new_transpiled_solutions/911__profitable-schemes/cpp/profitable-schemes_benchmark.cpp,0.017182970046997,0.2616022,0.0191283,,profitable-schemes,True
911__profitable-schemes,python2,new_transpiled_solutions/911__profitable-schemes/cpp/profitable-schemes_with_tests.py,1.719816780090332,27.2883275,0.5824142999999999,,profitable-schemes,True
918__reachable-nodes-in-subdivided-graph,cpp,new_transpiled_solutions/918__reachable-nodes-in-subdivided-graph/cpp/reachable-nodes-in-subdivided-graph_benchmark.cpp,0.0229173421859741,0.3634513,0.0232969,,reachable-nodes-in-subdivided-graph,True
918__reachable-nodes-in-subdivided-graph,python2,new_transpiled_solutions/918__reachable-nodes-in-subdivided-graph/cpp/reachable-nodes-in-subdivided-graph_with_tests.py,0.1132724046707153,1.9531933,0.0669006,,reachable-nodes-in-subdivided-graph,True
923__super-egg-drop,cpp,new_transpiled_solutions/923__super-egg-drop/cpp/super-egg-drop_benchmark.cpp,0.0096032857894897,0.1710629,0.0132994,,super-egg-drop,True
923__super-egg-drop,python2,new_transpiled_solutions/923__super-egg-drop/cpp/super-egg-drop_with_tests.py,0.1522457361221313,2.4646302,0.0773008,,super-egg-drop,True
927__sum-of-subsequence-widths,cpp,new_transpiled_solutions/927__sum-of-subsequence-widths/cpp/sum-of-subsequence-widths_benchmark.cpp,0.1657921075820922,2.2248785,0.0808407,,sum-of-subsequence-widths,True
927__sum-of-subsequence-widths,python2,new_transpiled_solutions/927__sum-of-subsequence-widths/cpp/sum-of-subsequence-widths_with_tests.py,1.771590232849121,27.3205845,0.6077926,,sum-of-subsequence-widths,True
938__numbers-at-most-n-given-digit-set,cpp,new_transpiled_solutions/938__numbers-at-most-n-given-digit-set/cpp/numbers-at-most-n-given-digit-set_benchmark.cpp,0.0050986528396606,0.085168,0.0074343,,numbers-at-most-n-given-digit-set,True
938__numbers-at-most-n-given-digit-set,python2,new_transpiled_solutions/938__numbers-at-most-n-given-digit-set/cpp/numbers-at-most-n-given-digit-set_with_tests.py,0.0490289449691772,0.8693886,0.0436949,,numbers-at-most-n-given-digit-set,True
939__valid-permutations-for-di-sequence,cpp,new_transpiled_solutions/939__valid-permutations-for-di-sequence/cpp/valid-permutations-for-di-sequence_benchmark.cpp,0.0114920139312744,0.1559505,0.013617,,valid-permutations-for-di-sequence,True
939__valid-permutations-for-di-sequence,python2,new_transpiled_solutions/939__valid-permutations-for-di-sequence/cpp/valid-permutations-for-di-sequence_with_tests.py,0.319587779045105,5.0689447,0.1381099,,valid-permutations-for-di-sequence,True
942__super-palindromes,cpp,new_transpiled_solutions/942__super-palindromes/cpp/super-palindromes_benchmark.cpp,2.2152915477752684,33.043531200000004,0.7371744,,super-palindromes,True
942__super-palindromes,python2,new_transpiled_solutions/942__super-palindromes/cpp/super-palindromes_with_tests.py,21.78884861469269,344.0513714,7.0957704,,super-palindromes,True
949__cat-and-mouse,cpp,new_transpiled_solutions/949__cat-and-mouse/cpp/cat-and-mouse_benchmark.cpp,0.0102958917617797,0.1580135,0.0118529,,cat-and-mouse,True
949__cat-and-mouse,python2,new_transpiled_solutions/949__cat-and-mouse/cpp/cat-and-mouse_with_tests.py,0.4533127546310425,7.15271,0.1786066,,cat-and-mouse,True
956__number-of-music-playlists,cpp,new_transpiled_solutions/956__number-of-music-playlists/cpp/number-of-music-playlists_benchmark.cpp,0.043241262435913,0.6118452,0.0408933999999999,,number-of-music-playlists,True
956__number-of-music-playlists,python2,new_transpiled_solutions/956__number-of-music-playlists/cpp/number-of-music-playlists_with_tests.py,,,,"Command '['python2', 'new_transpiled_solutions/956__number-of-music-playlists/cpp/number-of-music-playlists_with_tests.py']' returned non-zero exit status 1.",number-of-music-playlists,True
963__three-equal-parts,cpp,new_transpiled_solutions/963__three-equal-parts/cpp/three-equal-parts_benchmark.cpp,0.0058021783828735,0.0810301,0.0078981,,three-equal-parts,True
963__three-equal-parts,python2,new_transpiled_solutions/963__three-equal-parts/cpp/three-equal-parts_with_tests.py,0.1991230964660644,3.1993997,0.0929318,,three-equal-parts,True
973__stamping-the-sequence,cpp,new_transpiled_solutions/973__stamping-the-sequence/cpp/stamping-the-sequence_benchmark.cpp,0.0154015064239501,0.2453912,0.017798,,stamping-the-sequence,True
973__stamping-the-sequence,python2,new_transpiled_solutions/973__stamping-the-sequence/cpp/stamping-the-sequence_with_tests.py,0.1131881237030029,1.9400279,0.0731079,,stamping-the-sequence,True
980__find-the-shortest-superstring,cpp,new_transpiled_solutions/980__find-the-shortest-superstring/cpp/find-the-shortest-superstring_benchmark.cpp,0.0648541688919067,1.1772554,0.0482419,,find-the-shortest-superstring,True
980__find-the-shortest-superstring,python2,new_transpiled_solutions/980__find-the-shortest-superstring/cpp/find-the-shortest-superstring_with_tests.py,1.6563488245010376,26.2515748,0.5645063,,find-the-shortest-superstring,True
